Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0.10629224573280803,2025-12-15 01:00:00+00:00,89286.94116,9.490509490507975,2025-12-17 15:00:00+00:00,87189.82328000001,9.267602121477866,-241.66548064361126,-0.025463910118342613,Long,Closed,0
1,0,0.1058573097535097,2025-12-23 15:00:00+00:00,87487.171725,9.261156636750457,2025-12-29 09:00:00+00:00,88055.99997500001,9.321371265008619,41.63210035504011,0.004495345666633904,Long,Closed,1
2,0,0.10100626421469591,2026-01-06 18:00:00+00:00,92080.107045,9.300667621104367,2026-01-12 03:00:00+00:00,91762.21594,9.26855862816162,-50.67821919239875,-0.0054488797209999735,Long,Closed,2
3,0,0.0991640325395231,2026-01-19 08:00:00+00:00,93305.71954499999,9.25257140908252,2026-02-13 19:00:00+00:00,68904.440545,6.832842184322016,-2435.8146383553844,-0.26325812908225155,Long,Closed,3
4,0,0.10549989749553101,2026-02-23 06:00:00+00:00,65790.19866000001,6.940859214840202,2026-02-25 02:00:00+00:00,65851.887585,6.9473673901047315,-7.38005134083683,-0.0010632763340102254,Long,Closed,4
5,0,0.10858255217503832,2026-02-28 07:00:00+00:00,63857.91299999999,6.933855170111201,2026-03-02 17:00:00+00:00,69163.401,7.509938597685598,561.639633806244,0.08099961998444913,Long,Closed,5
6,0,0.10928538651434068,2026-03-07 00:00:00+00:00,68324.595225,7.4668797975991765,2026-03-13 11:00:00+00:00,72192.70559000001,7.889607733919155,407.3714487876354,0.054557118880977896,Long,Closed,6
7,0,0.10963821842344118,2026-03-18 17:00:00+00:00,71631.007605,7.853496057687153,2026-03-23 15:00:00+00:00,70096.41426,7.685245977337898,-183.788822385294,-0.023402166504607108,Long,Closed,7
8,0,0.11053613485021449,2026-03-26 12:00:00+00:00,69471.13820999999,7.679071101377303,2026-04-06 06:00:00+00:00,68942.181665,7.620602289390424,-73.76848537879066,-0.009606433435099811,Long,Closed,8
9,0,0.10721255037950402,2026-04-12 16:00:00+00:00,70971.738135,7.6090610503188145,2026-04-13 15:00:00+00:00,71830.656705,7.701147900777671,76.77664150691928,0.010090159744965367,Long,Closed,9
10,0,0.10207174788020167,2026-04-19 10:00:00+00:00,75260.061225,7.681925994806079,2026-04-22 16:00:00+00:00,78704.218205,8.033477117729138,335.8357198098614,0.04371764581394021,Long,Closed,10
11,0,0.10420009471816682,2026-04-27 17:00:00+00:00,76781.61162,8.000651203416965,2026-05-01 16:00:00+00:00,78175.25282000001,8.14586874846064,129.0710250912629,0.016132564938730224,Long,Closed,11
12,0,0.1008235383252129,2026-05-12 17:00:00+00:00,80567.953845,8.123146182274468,2026-05-14 17:00:00+00:00,81627.64576,8.229988070680264,90.48875415196679,0.011139619073877154,Long,Closed,12
13,0,0.10366246120140822,2026-05-15 14:00:00+00:00,79189.94518499999,8.209024620280616,2026-05-23 21:00:00+00:00,76766.587505,7.957813398801572,-267.37805949921585,-0.03257123371741579,Long,Closed,13
14,0,0.10555840635090571,2026-05-27 15:00:00+00:00,75363.67300499999,7.955269219157344,2026-06-07 09:00:00+00:00,62498.735,6.5972668655475735,-1372.5548896957043,-0.17253405911018047,Long,Closed,14
15,0,0.10831185534130794,2026-06-09 16:00:00+00:00,61421.205255,6.652644698467157,2026-06-11 14:00:00+00:00,62735.2,0.0,135.66856404121063,0.020393177479092785,Long,Open,15
