Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
0,0,0.10599865467128422,2025-12-14 13:00:00+00:00,89534.24475,9.490509490507975,2025-12-16 13:00:00+00:00,86399.79849000002,9.158262403810054,-350.89585859375524,-0.036973342573931464,Long,Closed,0
1,0,0.10688792995290068,2025-12-18 21:00:00+00:00,85673.765475,9.157491442892933,2025-12-21 01:00:00+00:00,87967.824085,9.40269861890657,226.64698595173002,0.024749898743026022,Long,Closed,1
2,0,0.10636810435914647,2025-12-21 03:00:00+00:00,88114.67532,9.372590980008681,2025-12-21 10:00:00+00:00,88625.44511,9.426920594336288,35.53010275187463,0.003790851732210816,Long,Closed,2
3,0,0.10675740460327514,2025-12-21 14:00:00+00:00,88109.21258999998,9.406310857744757,2025-12-22 13:00:00+00:00,89867.413815,9.594011857297915,168.70067683625905,0.017934839639849327,Long,Closed,3
4,0,0.10822324966007632,2025-12-22 20:00:00+00:00,88395.205515,9.566416395202396,2025-12-24 23:00:00+00:00,87625.615275,9.483128838524122,-102.33710191320387,-0.010697537895644343,Long,Closed,4
5,0,0.10805727964813416,2025-12-28 21:00:00+00:00,87632.16418499999,9.469293271507922,2025-12-29 06:00:00+00:00,89732.37137,9.696235946618318,207.77714589044038,0.021942202013700347,Long,Closed,5
6,0,0.11018710174193616,2025-12-31 18:00:00+00:00,87727.912035,9.666484369006866,2026-01-01 12:00:00+00:00,87906.02500000001,9.686110120404184,0.27315690660253367,2.8258143930621276e-05,Long,Closed,6
7,0,0.1049016351264419,2026-01-06 19:00:00+00:00,92150.55225,9.666743608828256,2026-01-11 13:00:00+00:00,90804.025275,9.52549072741026,-160.4451157555996,-0.01659763848593737,Long,Closed,7
8,0,0.10448672435806053,2026-01-11 23:00:00+00:00,91059.15682499998,9.514473019449724,2026-01-12 05:00:00+00:00,92065.80407000001,9.619654292665299,86.04714590200382,0.009043816270863444,Long,Closed,8
9,0,0.10034425588179711,2026-01-15 21:00:00+00:00,95632.142175,9.596136144931734,2026-01-18 19:00:00+00:00,95333.29950500002,9.566148999585725,-49.14943049139424,-0.005121793787528578,Long,Closed,9
10,0,0.10297453020105396,2026-01-19 03:00:00+00:00,92736.43504499999,9.54949083127758,2026-01-21 16:00:00+00:00,87558.59879999999,9.016305576492567,-551.751051194634,-0.05777805968328376,Long,Closed,10
11,0,0.1025940649207053,2026-01-21 17:00:00+00:00,87976.34619,9.025850972502667,2026-01-23 19:00:00+00:00,89937.798605,9.227084348906688,182.98044108197533,0.02027292957078661,Long,Closed,11
12,0,0.10297805183503561,2026-01-24 16:00:00+00:00,89334.655005,9.199508733769107,2026-01-27 03:00:00+00:00,88743.606,9.138643658695978,-79.20322746640126,-0.008609506198484163,Long,Closed,12
13,0,0.10326400149807143,2026-01-29 04:00:00+00:00,88359.35759999999,9.124340835574912,2026-01-30 20:00:00+00:00,83864.38683,8.660172167247962,-481.9531813298883,-0.05282060260734605,Long,Closed,13
14,0,0.11106050172332792,2026-01-31 20:00:00+00:00,78038.02951499999,8.666942711435695,2026-02-02 16:00:00+00:00,78595.44262,8.72884929054423,44.510787106479555,0.005135696472038393,Long,Closed,14
15,0,0.11141141316958568,2026-02-03 15:00:00+00:00,78171.396165,8.70918571618131,2026-02-06 18:00:00+00:00,69741.79166,7.7700315658194254,-955.6333676447566,-0.10972706275732913,Long,Closed,15
